,exchange,hedge_type,base_currency,symbol,bid_price,ask_price,timestamp,borrow_rate,maker_fee,taker_fee,days_to_expiration,expiration_date,funding_rate,next_funding_rate_time
83,FTX,Delivery,BTC,BTC-MOVE-0623,678.0,685.0,1655917761.285567,0,0.02,0.07,1.0,2022-06-24 00:00:00+00:00,,
84,FTX,Delivery,BTC,BTC-0624,20205.0,20214.0,1655917761.285577,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
85,FTX,Delivery,BTC,BTC-MOVE-2022Q2,23870.0,23966.0,1655917761.285586,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
86,FTX,Delivery,BTC,BTC-MOVE-WK-0624,1066.0,1235.0,1655917761.285596,0,0.02,0.07,2.0,2022-06-25 00:00:00+00:00,,
87,FTX,Delivery,BTC,BTC-MOVE-WK-0701,1999.0,2040.0,1655917761.285605,0,0.02,0.07,9.0,2022-07-02 00:00:00+00:00,,
88,FTX,Delivery,BTC,BTC-MOVE-WK-0708,1672.0,1872.0,1655917761.285615,0,0.02,0.07,16.0,2022-07-09 00:00:00+00:00,,
89,FTX,Delivery,BTC,BTC-MOVE-WK-0715,1711.0,1800.0,1655917761.285624,0,0.02,0.07,23.0,2022-07-16 00:00:00+00:00,,
90,FTX,Delivery,BTC,BTC-0930,20249.0,20263.0,1655917761.285633,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
91,FTX,Delivery,BTC,BTC-MOVE-2022Q3,6300.0,6868.0,1655917761.285642,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
92,FTX,Delivery,BTC,BTC-1230,20363.0,20411.0,1655917761.285652,0,0.02,0.07,190.0,2022-12-30 03:00:00+00:00,,
93,FTX,Delivery,BTC,BTC-MOVE-2022Q4,5801.0,6397.0,1655917761.285662,0,0.02,0.07,190.0,2022-12-30 03:00:00+00:00,,
94,FTX,Perpetual,BTT,BTT-PERP,7.8e-07,7.9e-07,1655917761.28567,0,0.02,0.07,inf,,-8.7e-05,2022-06-22 15:00:00+00:00
95,FTX,Delivery,BYND,BYND-0624,25.61,25.84,1655917761.285679,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
96,FTX,Delivery,BYND,BYND-0930,25.82,25.95,1655917761.285689,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
97,FTX,Perpetual,C98,C98-PERP,0.5251,0.5258,1655917761.285697,0,0.02,0.07,inf,,-7.1e-05,2022-06-22 15:00:00+00:00
98,FTX,Perpetual,CAKE,CAKE-PERP,3.0525,3.055,1655917761.285704,0,0.02,0.07,inf,,-3e-05,2022-06-22 15:00:00+00:00
99,FTX,Perpetual,CEL,CEL-PERP,0.948,0.9485,1655917761.285712,0,0.02,0.07,inf,,-0.000531,2022-06-22 15:00:00+00:00
100,FTX,Delivery,CEL,CEL-0624,0.9,0.9495,1655917761.285721,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
101,FTX,Delivery,CEL,CEL-0930,0.56,0.5605,1655917761.285731,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
102,FTX,Perpetual,CELO,CELO-PERP,0.879,0.8795,1655917761.285739,0,0.02,0.07,inf,,2.4e-05,2022-06-22 15:00:00+00:00
103,FTX,Delivery,CGC,CGC-0624,3.425,3.4575,1655917761.285749,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
104,FTX,Delivery,CGC,CGC-0930,3.4275,3.4725,1655917761.285758,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
105,FTX,Perpetual,CHR,CHR-PERP,0.19335,0.1937,1655917761.285766,0,0.02,0.07,inf,,9e-06,2022-06-22 15:00:00+00:00
106,FTX,Perpetual,CHZ,CHZ-PERP,0.093473,0.093563,1655917761.285773,0,0.02,0.07,inf,,-1.3e-05,2022-06-22 15:00:00+00:00
107,FTX,Delivery,CHZ,CHZ-0624,0.092905,0.093515,1655917761.285783,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
108,FTX,Delivery,CHZ,CHZ-0930,0.093233,0.093851,1655917761.285792,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
109,FTX,Perpetual,CLV,CLV-PERP,0.099,0.0995,1655917761.285801,0,0.02,0.07,inf,,-0.000126,2022-06-22 15:00:00+00:00
110,FTX,Perpetual,COMP,COMP-PERP,39.22,39.25,1655917761.285808,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
111,FTX,Delivery,COMP,COMP-0624,38.99,39.13,1655917761.285818,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
112,FTX,Delivery,COMP,COMP-0930,38.24,38.81,1655917761.285827,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
113,FTX,Perpetual,CREAM,CREAM-PERP,16.5,16.55,1655917761.285835,0,0.02,0.07,inf,,0.0,2022-06-22 15:00:00+00:00
114,FTX,Perpetual,CRO,CRO-PERP,0.114675,0.114775,1655917761.285842,0,0.02,0.07,inf,,3e-06,2022-06-22 15:00:00+00:00
115,FTX,Delivery,CRON,CRON-0624,2.771,2.777,1655917761.285852,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
116,FTX,Delivery,CRON,CRON-0930,2.769,2.78,1655917761.285861,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
117,FTX,Perpetual,CRV,CRV-PERP,0.73925,0.7398,1655917761.285869,0,0.02,0.07,inf,,-5e-05,2022-06-22 15:00:00+00:00
118,FTX,Perpetual,CVC,CVC-PERP,0.1352,0.1354,1655917761.285876,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
119,FTX,Perpetual,CVX,CVX-PERP,4.205,4.22,1655917761.285883,0,0.02,0.07,inf,,-0.000172,2022-06-22 15:00:00+00:00
120,FTX,Perpetual,DASH,DASH-PERP,46.05,46.1,1655917761.285891,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
121,FTX,Perpetual,DAWN,DAWN-PERP,0.8155,0.8195,1655917761.285898,0,0.02,0.07,inf,,-2e-05,2022-06-22 15:00:00+00:00
122,FTX,Perpetual,DEFI,DEFI-PERP,2634.3,2636.6,1655917761.285906,0,0.02,0.07,inf,,-4.6e-05,2022-06-22 16:00:00+00:00
123,FTX,Delivery,DEFI,DEFI-0624,2639.5,2654.5,1655917761.285916,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
124,FTX,Delivery,DEFI,DEFI-0930,2572.8,2597.9,1655917761.285925,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
125,FTX,Perpetual,DENT,DENT-PERP,0.000897,0.000899,1655917761.285933,0,0.02,0.07,inf,,-2.2e-05,2022-06-22 16:00:00+00:00
126,FTX,Delivery,DKNG,DKNG-0624,12.905,12.96,1655917761.285942,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
127,FTX,Delivery,DKNG,DKNG-0930,12.91,12.965,1655917761.285951,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
128,FTX,Perpetual,DODO,DODO-PERP,0.121,0.1215,1655917761.28596,0,0.02,0.07,inf,,1.1e-05,2022-06-22 15:00:00+00:00
129,FTX,Perpetual,DOGE,DOGE-PERP,0.062563,0.062591,1655917761.285969,0,0.02,0.07,inf,,-2e-06,2022-06-22 15:00:00+00:00
130,FTX,Delivery,DOGE,DOGE-0624,0.062453,0.0625425,1655917761.285978,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
131,FTX,Delivery,DOGE,DOGE-0930,0.062147,0.0629905,1655917761.285988,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
132,FTX,Perpetual,DOT,DOT-PERP,7.566,7.569,1655917761.285995,0,0.02,0.07,inf,,-2.3e-05,2022-06-22 15:00:00+00:00
133,FTX,Delivery,DOT,DOT-0624,7.512,7.532,1655917761.286005,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
134,FTX,Delivery,DOT,DOT-0930,7.284,7.364,1655917761.286014,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
135,FTX,Perpetual,DRGN,DRGN-PERP,1431.8,1436.0,1655917761.286021,0,0.02,0.07,inf,,1.5e-05,2022-06-22 16:00:00+00:00
136,FTX,Delivery,DRGN,DRGN-0624,1436.4,1437.7,1655917761.286031,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
137,FTX,Delivery,DRGN,DRGN-0930,,,1655917761.286039,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
138,FTX,Perpetual,DYDX,DYDX-PERP,1.481,1.484,1655917761.286048,0,0.02,0.07,inf,,-6.8e-05,2022-06-22 15:00:00+00:00
139,FTX,Perpetual,EDEN,EDEN-PERP,0.07,0.0705,1655917761.286056,0,0.02,0.07,inf,,0.000194,2022-06-22 15:00:00+00:00
140,FTX,Delivery,EDEN,EDEN-0624,0.069,0.071,1655917761.286065,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
141,FTX,Perpetual,EGLD,EGLD-PERP,59.9,59.96,1655917761.286073,0,0.02,0.07,inf,,7e-06,2022-06-22 15:00:00+00:00
142,FTX,Perpetual,ENJ,ENJ-PERP,0.46605,0.46655,1655917761.286081,0,0.02,0.07,inf,,1e-06,2022-06-22 15:00:00+00:00
143,FTX,Perpetual,ENS,ENS-PERP,8.855,8.865,1655917761.286088,0,0.02,0.07,inf,,-7e-06,2022-06-22 15:00:00+00:00
144,FTX,Perpetual,EOS,EOS-PERP,0.936,0.9365,1655917761.286096,0,0.02,0.07,inf,,-2.2e-05,2022-06-22 15:00:00+00:00
145,FTX,Delivery,EOS,EOS-0624,0.934,0.93525,1655917761.286105,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
146,FTX,Delivery,EOS,EOS-0930,0.9265,0.928,1655917761.286115,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
147,FTX,Perpetual,ETC,ETC-PERP,15.3975,15.408,1655917761.286123,0,0.02,0.07,inf,,0.0,2022-06-22 15:00:00+00:00
148,FTX,Perpetual,ETH,ETH-PERP,1074.2,1074.3,1655917761.28613,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
149,FTX,Delivery,ETH,ETH-0624,1073.2,1073.8,1655917761.28614,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
150,FTX,Delivery,ETH,ETH-0930,1064.3,1064.5,1655917761.286149,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
151,FTX,Delivery,ETH,ETH-1230,1070.0,1077.1,1655917761.286158,0,0.02,0.07,190.0,2022-12-30 03:00:00+00:00,,
152,FTX,Delivery,ETHE,ETHE-0624,7.15,7.3,1655917761.286167,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
153,FTX,Delivery,ETHE,ETHE-0930,7.249,7.421,1655917761.286177,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
154,FTX,Perpetual,EXCH,EXCH-PERP,6042.3,6049.6,1655917761.286185,0,0.02,0.07,inf,,-1e-06,2022-06-22 16:00:00+00:00
155,FTX,Delivery,EXCH,EXCH-0624,6029.0,6049.7,1655917761.286195,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
156,FTX,Delivery,EXCH,EXCH-0930,5921.4,5940.2,1655917761.286204,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
157,FTX,Delivery,FB,FB-0624,158.92,159.05,1655917761.286213,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
158,FTX,Delivery,FB,FB-0930,158.99,159.11,1655917761.286222,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
159,FTX,Perpetual,FIDA,FIDA-PERP,0.3433,0.3446,1655917761.28623,0,0.02,0.07,inf,,-0.000157,2022-06-22 16:00:00+00:00
160,FTX,Perpetual,FIL,FIL-PERP,5.715,5.72,1655917761.286238,0,0.02,0.07,inf,,9e-06,2022-06-22 15:00:00+00:00
161,FTX,Delivery,FIL,FIL-0624,5.44,6.01,1655917761.286248,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
162,FTX,Delivery,FIL,FIL-0930,5.72,5.81,1655917761.286262,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
163,FTX,Perpetual,FLM,FLM-PERP,0.1105,0.111,1655917761.28627,0,0.02,0.07,inf,,-7.2e-05,2022-06-22 15:00:00+00:00
164,FTX,Perpetual,FLOW,FLOW-PERP,1.485,1.49,1655917761.286278,0,0.02,0.07,inf,,-7e-05,2022-06-22 15:00:00+00:00
165,FTX,Perpetual,FTM,FTM-PERP,0.26325,0.2633,1655917761.286285,0,0.02,0.07,inf,,-7e-06,2022-06-22 15:00:00+00:00
166,FTX,Delivery,FTM,FTM-0930,0.2551,0.26895,1655917761.286295,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
167,FTX,Perpetual,FTT,FTT-PERP,25.5985,25.603,1655917761.286303,0,0.02,0.07,inf,,-6.3e-05,2022-06-22 15:00:00+00:00
168,FTX,Perpetual,FXS,FXS-PERP,5.2,5.21,1655917761.286326,0,0.02,0.07,inf,,-1.5e-05,2022-06-22 16:00:00+00:00
169,FTX,Perpetual,GAL,GAL-PERP,2.6775,2.68,1655917761.286334,0,0.02,0.07,inf,,-2.7e-05,2022-06-22 15:00:00+00:00
170,FTX,Perpetual,GALA,GALA-PERP,0.055025,0.055075,1655917761.286341,0,0.02,0.07,inf,,-1.3e-05,2022-06-22 15:00:00+00:00
171,FTX,Delivery,GBTC,GBTC-0624,13.16,13.34,1655917761.286351,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
172,FTX,Delivery,GBTC,GBTC-0930,13.38,13.47,1655917761.28636,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
173,FTX,Delivery,GDX,GDX-0624,30.205,30.265,1655917761.28637,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
174,FTX,Delivery,GDX,GDX-0930,30.18,30.29,1655917761.286379,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
175,FTX,Delivery,GDXJ,GDXJ-0624,36.215,36.31,1655917761.286389,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
176,FTX,Delivery,GDXJ,GDXJ-0930,36.22,36.38,1655917761.286398,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
177,FTX,Delivery,GLD,GLD-0624,171.275,171.45,1655917761.286407,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
178,FTX,Delivery,GLD,GLD-0930,171.3,171.475,1655917761.286417,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
179,FTX,Perpetual,GLMR,GLMR-PERP,0.61525,0.61575,1655917761.286424,0,0.02,0.07,inf,,7.7e-05,2022-06-22 15:00:00+00:00
180,FTX,Delivery,GME,GME-0624,140.0,141.01,1655917761.286448,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
181,FTX,Delivery,GME,GME-0930,138.06,139.58,1655917761.286457,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
182,FTX,Perpetual,GMT,GMT-PERP,0.76825,0.7684,1655917761.286465,0,0.02,0.07,inf,,-6.5e-05,2022-06-22 15:00:00+00:00
183,FTX,Delivery,GMT,GMT-0930,0.6979,0.70315,1655917761.286474,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
184,FTX,Delivery,GOOGL,GOOGL-0624,2253.7,2255.1,1655917761.286484,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
185,FTX,Delivery,GOOGL,GOOGL-0930,2254.4,2256.0,1655917761.286493,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
186,FTX,Perpetual,GRT,GRT-PERP,0.1064,0.10645,1655917761.286501,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
187,FTX,Delivery,GRT,GRT-0624,0.1062,0.1066,1655917761.28651,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
188,FTX,Delivery,GRT,GRT-0930,0.1078,0.1083,1655917761.286519,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
189,FTX,Perpetual,GST,GST-PERP,0.2025,0.203,1655917761.286527,0,0.02,0.07,inf,,-0.000339,2022-06-22 15:00:00+00:00
190,FTX,Delivery,GST,GST-0930,0.0815,0.083,1655917761.286537,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
191,FTX,Perpetual,HBAR,HBAR-PERP,0.07275,0.0728,1655917761.286599,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 16:00:00+00:00
192,FTX,Perpetual,HNT,HNT-PERP,10.1691,10.1797,1655917761.286607,0,0.02,0.07,inf,,-6e-06,2022-06-22 16:00:00+00:00
193,FTX,Perpetual,HOLY,HOLY-PERP,6.1629,6.1799,1655917761.286614,0,0.02,0.07,inf,,0.000133,2022-06-22 15:00:00+00:00
194,FTX,Perpetual,HOT,HOT-PERP,0.002143,0.002147,1655917761.286621,0,0.02,0.07,inf,,-5.5e-05,2022-06-22 16:00:00+00:00
195,FTX,Perpetual,HT,HT-PERP,5.1405,5.1505,1655917761.286629,0,0.02,0.07,inf,,-2.4e-05,2022-06-22 15:00:00+00:00
196,FTX,Perpetual,ICP,ICP-PERP,5.59,5.6,1655917761.286636,0,0.02,0.07,inf,,2e-06,2022-06-22 15:00:00+00:00
197,FTX,Perpetual,ICX,ICX-PERP,0.27725,0.27775,1655917761.286643,0,0.02,0.07,inf,,-2.1e-05,2022-06-22 16:00:00+00:00
198,FTX,Perpetual,IMX,IMX-PERP,0.78375,0.78425,1655917761.286651,0,0.02,0.07,inf,,9e-06,2022-06-22 16:00:00+00:00
199,FTX,Perpetual,IOST,IOST-PERP,0.014795,0.01482,1655917761.286658,0,0.02,0.07,inf,,-3e-05,2022-06-22 16:00:00+00:00
200,FTX,Perpetual,IOTA,IOTA-PERP,0.2824,0.2825,1655917761.286665,0,0.02,0.07,inf,,1.2e-05,2022-06-22 15:00:00+00:00
201,FTX,Perpetual,JASMY,JASMY-PERP,0.009515,0.009525,1655917761.286672,0,0.02,0.07,inf,,-7e-06,2022-06-22 15:00:00+00:00
202,FTX,Perpetual,KAVA,KAVA-PERP,1.656,1.659,1655917761.286679,0,0.02,0.07,inf,,-9e-06,2022-06-22 16:00:00+00:00
203,FTX,Perpetual,KBTT,KBTT-PERP,0.000771,0.0007735,1655917761.286687,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
204,FTX,Perpetual,KNC,KNC-PERP,1.3295,1.3306,1655917761.286694,0,0.02,0.07,inf,,4.9e-05,2022-06-22 15:00:00+00:00
205,FTX,Perpetual,KSHIB,KSHIB-PERP,0.00999,0.01001,1655917761.286701,0,0.02,0.07,inf,,-5.7e-05,2022-06-22 15:00:00+00:00
206,FTX,Perpetual,KSM,KSM-PERP,52.79,52.84,1655917761.286708,0,0.02,0.07,inf,,-4.1e-05,2022-06-22 16:00:00+00:00
207,FTX,Perpetual,KSOS,KSOS-PERP,0.000372,0.000373,1655917761.286715,0,0.02,0.07,inf,,-2.8e-05,2022-06-22 15:00:00+00:00
208,FTX,Perpetual,LEO,LEO-PERP,5.81,5.8179,1655917761.286723,0,0.02,0.07,inf,,3.5e-05,2022-06-22 15:00:00+00:00
209,FTX,Perpetual,LINA,LINA-PERP,0.008415,0.00842,1655917761.28673,0,0.02,0.07,inf,,-3.5e-05,2022-06-22 16:00:00+00:00
210,FTX,Perpetual,LINK,LINK-PERP,6.727,6.7305,1655917761.286737,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
211,FTX,Delivery,LINK,LINK-0624,6.7275,6.7385,1655917761.286747,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
212,FTX,Delivery,LINK,LINK-0930,6.68,6.7535,1655917761.286756,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
213,FTX,Perpetual,LOOKS,LOOKS-PERP,0.36125,0.36175,1655917761.286764,0,0.02,0.07,inf,,4e-06,2022-06-22 15:00:00+00:00
214,FTX,Perpetual,LRC,LRC-PERP,0.3872,0.3876,1655917761.286772,0,0.02,0.07,inf,,-1e-05,2022-06-22 15:00:00+00:00
215,FTX,Perpetual,LTC,LTC-PERP,51.82,51.83,1655917761.286779,0,0.02,0.07,inf,,-9e-06,2022-06-22 15:00:00+00:00
216,FTX,Delivery,LTC,LTC-0624,51.75,51.81,1655917761.286788,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
217,FTX,Delivery,LTC,LTC-0930,51.58,51.77,1655917761.286797,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
218,FTX,Perpetual,MANA,MANA-PERP,0.8365,0.8371,1655917761.286805,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
219,FTX,Perpetual,MAPS,MAPS-PERP,0.2248,0.2249,1655917761.286812,0,0.02,0.07,inf,,-3.6e-05,2022-06-22 16:00:00+00:00
220,FTX,Perpetual,MATIC,MATIC-PERP,0.414945,0.4150825,1655917761.28682,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
221,FTX,Perpetual,MEDIA,MEDIA-PERP,22.7,23.0,1655917761.286827,0,0.02,0.07,inf,,0.000118,2022-06-22 15:00:00+00:00
222,FTX,Perpetual,MID,MID-PERP,1263.8,1265.0,1655917761.286834,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 15:00:00+00:00
223,FTX,Delivery,MID,MID-0624,1261.7,1265.6,1655917761.286844,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
224,FTX,Delivery,MID,MID-0930,1256.3,1261.7,1655917761.286853,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
225,FTX,Perpetual,MINA,MINA-PERP,0.61725,0.61825,1655917761.286861,0,0.02,0.07,inf,,-7.6e-05,2022-06-22 15:00:00+00:00
226,FTX,Perpetual,MKR,MKR-PERP,923.5,924.0,1655917761.286868,0,0.02,0.07,inf,,-1e-06,2022-06-22 15:00:00+00:00
227,FTX,Perpetual,MNGO,MNGO-PERP,0.0502,0.05035,1655917761.286875,0,0.02,0.07,inf,,3.1e-05,2022-06-22 16:00:00+00:00
228,FTX,Perpetual,MOB,MOB-PERP,1.067,1.073,1655917761.286883,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
229,FTX,Delivery,MRNA,MRNA-0624,138.09,138.35,1655917761.286892,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
230,FTX,Delivery,MRNA,MRNA-0930,138.07,138.9,1655917761.286901,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
231,FTX,Delivery,MSTR,MSTR-0624,172.225,172.675,1655917761.28691,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
232,FTX,Delivery,MSTR,MSTR-0930,172.2,172.825,1655917761.286919,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
233,FTX,Perpetual,MTL,MTL-PERP,1.402,1.4035,1655917761.286927,0,0.02,0.07,inf,,-9.5e-05,2022-06-22 15:00:00+00:00
234,FTX,Perpetual,MVDA10,MVDA10-PERP,9200.0,9215.0,1655917761.286934,0,0.02,0.07,inf,,5e-06,2022-06-22 16:00:00+00:00
235,FTX,Perpetual,MVDA25,MVDA25-PERP,7517.5,7537.5,1655917761.286942,0,0.02,0.07,inf,,8e-06,2022-06-22 15:00:00+00:00
236,FTX,Perpetual,NEAR,NEAR-PERP,3.351,3.352,1655917761.286949,0,0.02,0.07,inf,,-2.5e-05,2022-06-22 15:00:00+00:00
237,FTX,Perpetual,NEO,NEO-PERP,8.9575,8.97,1655917761.286956,0,0.02,0.07,inf,,-3.1e-05,2022-06-22 15:00:00+00:00
238,FTX,Delivery,NFLX,NFLX-0624,179.45,179.69,1655917761.286965,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
239,FTX,Delivery,NFLX,NFLX-0930,179.52,179.68,1655917761.286975,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
240,FTX,Delivery,NIO,NIO-0624,22.595,22.63,1655917761.286984,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
241,FTX,Delivery,NIO,NIO-0930,22.59,22.63,1655917761.286993,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
242,FTX,Delivery,NOK,NOK-0624,4.703,4.7135,1655917761.287002,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
243,FTX,Delivery,NOK,NOK-0930,4.674,4.7225,1655917761.287011,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
244,FTX,Delivery,NVDA,NVDA-0624,164.35,164.75,1655917761.28702,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
245,FTX,Delivery,NVDA,NVDA-0930,164.35,164.95,1655917761.287029,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
246,FTX,Perpetual,OKB,OKB-PERP,11.2705,11.2815,1655917761.287036,0,0.02,0.07,inf,,-4.4e-05,2022-06-22 15:00:00+00:00
247,FTX,Delivery,OKB,OKB-0624,11.2125,11.2715,1655917761.287046,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
248,FTX,Delivery,OKB,OKB-0930,10.9655,11.0485,1655917761.287055,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
249,FTX,Perpetual,OMG,OMG-PERP,1.817,1.8195,1655917761.287062,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
250,FTX,Delivery,OMG,OMG-0624,1.8155,1.8225,1655917761.287071,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
251,FTX,Delivery,OMG,OMG-0930,1.803,1.813,1655917761.28708,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
252,FTX,Perpetual,ONE,ONE-PERP,0.02615,0.026175,1655917761.287088,0,0.02,0.07,inf,,-1e-05,2022-06-22 16:00:00+00:00
253,FTX,Perpetual,ONT,ONT-PERP,0.22825,0.22855,1655917761.287095,0,0.02,0.07,inf,,7e-06,2022-06-22 15:00:00+00:00
254,FTX,Perpetual,OP,OP-PERP,0.48375,0.4845,1655917761.287102,0,0.02,0.07,inf,,-2.6e-05,2022-06-22 15:00:00+00:00
255,FTX,Delivery,OP,OP-0930,0.4805,0.487,1655917761.287112,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
256,FTX,Perpetual,OXY,OXY-PERP,0.0855,0.0865,1655917761.287119,0,0.02,0.07,inf,,0.000175,2022-06-22 15:00:00+00:00
257,FTX,Perpetual,PAXG,PAXG-PERP,1841.3,1842.0,1655917761.287127,0,0.02,0.07,inf,,4.5e-05,2022-06-22 16:00:00+00:00
258,FTX,Delivery,PENN,PENN-0624,28.55,28.6,1655917761.287136,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
259,FTX,Delivery,PENN,PENN-0930,28.55,28.66,1655917761.287145,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
260,FTX,Perpetual,PEOPLE,PEOPLE-PERP,0.02289,0.02292,1655917761.287153,0,0.02,0.07,inf,,-1.7e-05,2022-06-22 15:00:00+00:00
261,FTX,Perpetual,PERP,PERP-PERP,0.771,0.775,1655917761.28716,0,0.02,0.07,inf,,-0.000215,2022-06-22 15:00:00+00:00
262,FTX,Delivery,PFE,PFE-0624,49.19,49.24,1655917761.28717,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
263,FTX,Delivery,PFE,PFE-0930,48.79,48.84,1655917761.28718,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
264,FTX,Perpetual,POLIS,POLIS-PERP,0.372025,0.37205,1655917761.287187,0,0.02,0.07,inf,,2.1e-05,2022-06-22 15:00:00+00:00
